Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
cenet_tmcc,"(np.float64(81.2), np.float64(0.0))","(np.float64(81.8), np.float64(0.0))","(np.float64(85.66), np.float64(0.0))","(np.float64(85.7), np.float64(0.0))","(np.float64(55.91), np.float64(0.0))","(np.float64(54.0), np.float64(0.0))","(np.float64(53.42), np.float64(0.0))","(np.float64(77.43), np.float64(0.0))","(np.float64(58.81), np.float64(0.0))"
