Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
cenet_tmcc,"(np.float64(82.51), np.float64(0.0))","(np.float64(82.45), np.float64(0.0))","(np.float64(84.3), np.float64(0.0))","(np.float64(84.3), np.float64(0.0))","(np.float64(51.46), np.float64(0.0))","(np.float64(44.9), np.float64(0.0))","(np.float64(73.0), np.float64(0.0))","(np.float64(79.44), np.float64(0.0))","(np.float64(80.04), np.float64(0.0))"
